created_at,author,cleaned_tweet
2022-10-29 18:37:37+00:00,hazman_ruzaini,siapa orang yang di akhirat nanti membawa bergunung gunung pahala tetapi allah hancurkan bagai debu ini 3 golongan ters
2022-10-29 18:36:26+00:00,detik_jabar,ma uneh sang maestro ronggeng gunung pangandaran diganjar penghargaan
2022-10-29 18:36:23+00:00,frnsstwnnn,pengen naik gunung terus sampe puncak mau teriak sampe sakit tenggorokan pulang pulang paling tipes
2022-10-29 18:35:56+00:00,FacktaWaw,tempat dengan gravitasi terendah ada di gunung nevado huascaran peru sementara yang tertinggi ada di arktika
2022-10-29 18:35:50+00:00,omaaarrrr___,yaowoh kgn munggah gunung
2022-10-29 18:35:41+00:00,AinulShakirah,siapa orang yang di akhirat nanti membawa bergunung gunung pahala tetapi allah hancurkan bagai debu ini 3 golongan ters
2022-10-29 18:34:41+00:00,jajar_frita,seperti gunung kembar
2022-10-29 18:33:51+00:00,AshaaMW,7 eks kapolri turun gunung
2022-10-29 18:33:28+00:00,hoessammm_,siapa orang yang di akhirat nanti membawa bergunung gunung pahala tetapi allah hancurkan bagai debu ini 3 golongan ters
2022-10-29 18:33:24+00:00,nrysmin15,siapa orang yang di akhirat nanti membawa bergunung gunung pahala tetapi allah hancurkan bagai debu ini 3 golongan ters
2022-10-29 18:31:50+00:00,Holadee__,siapa orang yang di akhirat nanti membawa bergunung gunung pahala tetapi allah hancurkan bagai debu ini 3 golongan ters
2022-10-29 18:31:20+00:00,sofiaabdullah__,siapa orang yang di akhirat nanti membawa bergunung gunung pahala tetapi allah hancurkan bagai debu ini 3 golongan ters
2022-10-29 18:30:54+00:00,lailyzailans,siapa orang yang di akhirat nanti membawa bergunung gunung pahala tetapi allah hancurkan bagai debu ini 3 golongan ters
2022-10-29 18:30:30+00:00,confusewaffle,siapa orang yang di akhirat nanti membawa bergunung gunung pahala tetapi allah hancurkan bagai debu ini 3 golongan ters
2022-10-29 18:30:10+00:00,AdhetyaElga,jika anda ingin mendaki gunung anda jelas bertujuan untuk mencapai puncak tetapi anda harus menikmati pemandangan juga kiyoshi teppei
2022-10-29 18:30:05+00:00,FeraVrenika,nantikan festival wong gunung 2018 segera di bulan agustus 2018 fwg2018
2022-10-29 18:29:43+00:00,f44y44d,siapa orang yang di akhirat nanti membawa bergunung gunung pahala tetapi allah hancurkan bagai debu ini 3 golongan ters
2022-10-29 18:29:37+00:00,nurulfatin91,siapa orang yang di akhirat nanti membawa bergunung gunung pahala tetapi allah hancurkan bagai debu ini 3 golongan ters
